cluster index,CF_componentindex,CF_NrNodes,CF_kingdom,CF_kingdom_score,CF_superclass,CF_superclass_score,CF_class,CF_class_score,CF_subclass,CF_subclass_score,CF_Dparent,CF_Dparent_score,CF_MFramework,CF_MFramework_score
430,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
446,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
464,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
471,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
998,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
1001,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
1037,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
1063,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
1132,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
1230,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
1266,175,23,Organic compounds,1,Organoheterocyclic compounds,0.269271912,Carboxylic acids and derivatives,0.175724638,,0.194772257,Alpha amino acid amides,0.07305038,Aromatic heteropolycyclic compounds,0.395272602
277,S129,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
278,10,2,Organic compounds,1,Organic acids and derivatives,0.392857143,Carboxylic acids and derivatives,0.392857143,,0.410714286,Coumarins and derivatives,0.214285714,Aromatic heteropolycyclic compounds,0.410714286
1196,10,2,Organic compounds,1,Organic acids and derivatives,0.392857143,Carboxylic acids and derivatives,0.392857143,,0.410714286,Coumarins and derivatives,0.214285714,Aromatic heteropolycyclic compounds,0.410714286
279,S130,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
280,290,2,Organic compounds,1,Organic acids and derivatives,0.409722222,Carboxylic acids and derivatives,0.409722222,"Amino acids, peptides, and analogues",0.409722222,Dipeptides,0.180555556,Aromatic heteropolycyclic compounds,0.402777778
747,290,2,Organic compounds,1,Organic acids and derivatives,0.409722222,Carboxylic acids and derivatives,0.409722222,"Amino acids, peptides, and analogues",0.409722222,Dipeptides,0.180555556,Aromatic heteropolycyclic compounds,0.402777778
281,S131,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
282,S132,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
288,S133,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
289,S134,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
292,S135,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
293,S136,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
296,S137,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
303,S138,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
305,S139,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
309,S140,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
310,S141,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
311,S142,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
313,S143,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
314,S144,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
316,S145,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
317,S146,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
318,69,3,Organic compounds,1,Lipids and lipid-like molecules,0.958333333,Prenol lipids,0.875,Tetraterpenoids,0.674603175,Xanthophylls,0.626984127,Aliphatic heteropolycyclic compounds,0.401455026
1573,69,3,Organic compounds,1,Lipids and lipid-like molecules,0.958333333,Prenol lipids,0.875,Tetraterpenoids,0.674603175,Xanthophylls,0.626984127,Aliphatic heteropolycyclic compounds,0.401455026
1716,69,3,Organic compounds,1,Lipids and lipid-like molecules,0.958333333,Prenol lipids,0.875,Tetraterpenoids,0.674603175,Xanthophylls,0.626984127,Aliphatic heteropolycyclic compounds,0.401455026
323,164,3,Organic compounds,1,Lipids and lipid-like molecules,0.246031746,Steroids and steroid derivatives,0.19047619,,0.206349206,Androgens and derivatives,0.095238095,Aromatic heteropolycyclic compounds,0.293650794
451,164,3,Organic compounds,1,Lipids and lipid-like molecules,0.246031746,Steroids and steroid derivatives,0.19047619,,0.206349206,Androgens and derivatives,0.095238095,Aromatic heteropolycyclic compounds,0.293650794
482,164,3,Organic compounds,1,Lipids and lipid-like molecules,0.246031746,Steroids and steroid derivatives,0.19047619,,0.206349206,Androgens and derivatives,0.095238095,Aromatic heteropolycyclic compounds,0.293650794
324,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
470,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
515,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
568,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
772,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
781,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
892,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
931,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
984,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
991,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
996,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
1117,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
1207,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
1228,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
1487,24,17,Organic compounds,1,Lipids and lipid-like molecules,0.309383754,Prenol lipids,0.252030812,"Amino acids, peptides, and analogues",0.228781513,Delta amino acids and derivatives,0.092880486,Aromatic heteropolycyclic compounds,0.566013072
